user_id,AGE,GENDER,HEIGHT,WEIGHT,DAILY CALORIES,PROTEIN,BMI,CARBS,FAT,STEPS PER DAY,SLEEP HOURS
82,34,Other,174.0,50.2,2425.0,132.0,16.6,382.0,130,17885,9.8
83,37,Female,148.0,95.3,1797.0,121.0,43.5,380.0,111,1604,5.7
84,19,Female,194.0,64.1,2175.0,194.0,17.0,271.0,113,14240,5.2
85,27,Female,153.0,107.4,1909.0,65.0,45.9,361.0,36,13580,3.1
86,63,Female,187.0,47.4,2850.0,194.0,13.6,243.0,143,5018,3.5
87,32,Other,145.0,69.3,3361.0,143.0,33.0,196.0,38,16878,9.7
88,28,Male,162.0,95.7,3481.0,147.0,36.5,176.0,61,2033,6.4
89,45,Female,180.0,56.7,3379.0,168.0,17.5,429.0,95,3618,6.1
90,59,Other,191.0,93.5,3324.0,94.0,25.6,429.0,105,5997,4.1
91,57,Male,158.0,97.3,2694.0,122.0,39.0,458.0,49,4364,9.6
92,25,Other,141.0,100.0,3116.0,90.0,50.3,147.0,63,19320,3.3
93,28,Male,185.0,110.7,2081.0,100.0,32.3,357.0,50,2983,7.5
94,19,Other,193.0,76.0,1675.0,56.0,20.4,288.0,117,15127,7.2
95,62,Other,172.0,55.7,2907.0,165.0,18.8,399.0,129,5190,8.1
96,30,Male,192.0,64.5,2480.0,94.0,17.5,238.0,109,17779,8.2
97,36,Female,191.0,74.2,1804.0,168.0,20.3,433.0,59,9453,7.7
98,31,Male,147.0,49.1,2862.0,128.0,22.7,284.0,88,16211,6.9
99,43,Other,144.0,98.1,1834.0,122.0,47.3,412.0,97,17622,6.0
100,64,Male,169.0,49.7,3542.0,184.0,17.4,165.0,76,15335,8.6
101,43,Other,152.0,49.3,1623.0,148.0,21.3,368.0,75,2914,3.9
102,59,Other,176.0,114.9,2117.0,168.0,37.1,110.0,78,6319,5.0
103,24,Female,140.0,105.5,3707.0,102.0,53.8,110.0,59,11638,8.5
104,42,Other,177.0,64.0,2956.0,174.0,20.4,277.0,76,15653,9.2
106,63,Male,187.0,106.9,3786.0,70.0,30.6,208.0,54,18413,3.3
107,39,Female,161.0,91.4,2556.0,59.0,35.3,269.0,103,8205,8.8
108,29,Male,162.0,92.5,2105.0,141.0,35.2,205.0,71,2784,9.8
109,55,Female,149.0,78.7,2214.0,47.0,35.4,167.0,86,5256,5.6
110,19,Male,170.0,109.2,3472.0,94.0,37.8,463.0,115,4962,5.7
111,45,Female,162.0,45.1,3319.0,82.0,17.2,173.0,89,13554,5.5
112,28,Other,195.0,119.4,3187.0,99.0,31.4,408.0,132,6995,7.2
113,28,Female,169.2,87.4,2388.0,119.0,30.5,380.0,40,15191,4.2
114,31,Female,163.0,58.7,2861.0,115.0,22.1,137.0,84,4330,3.9
115,45,Female,183.0,105.0,1585.0,135.0,31.4,390.0,141,12526,9.9
116,24,Male,192.0,50.7,3714.0,78.0,13.8,343.0,105,4105,6.5
117,54,Male,150.0,75.8,3046.0,65.0,33.7,131.0,79,2534,6.6
118,22,Male,148.0,88.0,2911.0,203.0,40.2,198.0,40,19164,5.1
119,37,Other,151.0,63.5,2325.0,62.0,27.8,338.0,143,8283,3.3
120,60,Male,195.0,111.4,1555.0,57.0,29.3,436.0,61,8054,3.5
121,43,Other,179.0,97.3,2846.0,171.0,30.4,455.0,32,7948,6.4
122,23,Female,196.0,57.1,2652.0,65.0,14.9,440.0,34,18974,7.9
123,33,Female,143.0,56.4,2829.0,110.0,27.6,225.0,107,2357,8.5
124,58,Other,187.0,74.9,2177.0,174.0,21.4,442.0,147,7233,9.7
125,63,Other,191.0,87.9,3136.0,110.0,24.1,155.0,76,6090,9.9
126,21,Other,147.0,59.0,2225.0,116.0,27.3,420.0,82,11698,4.1
127,52,Other,188.0,85.7,2099.0,88.0,24.2,276.0,139,16262,3.1
128,57,Male,156.0,106.5,3297.0,133.0,43.8,477.0,118,17456,7.8
129,57,Other,146.0,110.9,3311.0,152.0,52.0,211.0,55,3390,5.0
130,45,Male,147.0,53.7,1758.0,125.0,24.9,406.0,89,9146,9.5
131,42,Female,153.0,70.3,1782.0,107.0,30.0,384.0,36,6041,6.4
132,16,Female,156.0,76.3,3545.0,121.0,31.4,373.0,89,11707,6.1
133,38,Other,142.0,73.8,1761.0,71.0,36.6,227.0,63,2541,5.9
134,50,Female,179.0,76.4,3687.0,97.0,23.8,499.0,49,11455,5.1
135,28,Male,144.0,79.5,1561.0,101.0,38.3,451.0,59,8611,6.9
136,22,Other,142.0,101.7,2571.0,154.0,50.4,391.0,111,1570,4.3
137,56,Female,169.0,67.9,3056.0,65.0,23.8,215.0,70,17751,9.8
138,50,Other,177.0,70.8,2911.0,181.0,22.6,447.0,137,9967,8.6
139,58,Male,169.2,74.3,2196.0,49.0,25.9,109.0,31,5090,9.0
140,62,Female,169.2,56.3,2073.0,56.0,19.7,230.0,132,6508,9.6
141,45,Other,169.2,92.3,2163.0,151.0,32.2,365.0,42,17693,7.8
142,54,Other,161.0,75.0,2617.0,117.0,28.9,384.0,48,3813,9.3
143,58,Other,175.0,113.7,2571.0,73.0,37.1,170.0,46,9361,8.2
144,33,Male,183.0,106.6,3431.0,185.0,31.8,278.0,91,14123,6.3
145,21,Male,187.0,62.3,1626.0,50.0,17.8,281.0,90,17366,3.1
146,43,Male,166.0,63.2,2081.0,61.0,22.9,390.0,40,15486,6.6
147,28,Other,169.0,103.7,3366.0,168.0,36.3,192.0,146,15198,6.8
148,57,Other,155.0,87.0,2809.0,176.0,36.2,208.0,95,18789,8.2
149,56,Male,144.0,45.8,2831.0,75.0,22.1,444.0,58,2570,9.1
151,63,Male,186.0,74.6,2694.0,130.0,21.6,207.0,78,12214,3.6
152,53,Other,167.0,103.9,3008.0,145.0,37.3,481.0,97,11100,3.6
153,25,Male,184.0,101.0,2893.0,144.0,29.8,314.0,129,9598,9.1
154,39,Female,196.0,114.2,2010.0,141.0,29.7,229.0,53,10624,9.2
155,37,Male,150.0,97.4,2448.0,186.0,43.3,257.0,71,2173,5.8
156,20,Male,167.0,113.5,1682.0,59.0,40.7,398.0,74,12997,3.5
157,43,Male,140.0,66.3,1620.0,83.0,33.8,468.0,78,13914,6.4
158,28,Female,161.0,70.4,2982.0,204.0,27.2,217.0,55,11697,3.8
159,57,Male,165.0,49.4,1522.0,128.0,18.1,262.0,131,6614,9.4
160,27,Male,185.0,110.0,2284.0,135.0,32.1,394.0,54,11873,5.8
161,43,Female,143.0,56.6,3244.0,95.0,27.7,386.0,78,14505,6.2
162,49,Female,145.0,79.8,3518.0,104.0,37.9,283.0,141,16392,8.7
163,37,Male,140.0,83.2,2988.0,141.0,42.4,275.0,98,7274,5.7
164,43,Female,185.0,106.0,3112.0,55.0,31.0,145.0,95,14326,6.7
165,46,Male,157.0,74.1,3999.0,138.0,30.1,123.0,37,13277,7.0
166,59,Other,150.0,55.7,3803.0,173.0,24.8,123.0,49,10528,5.9
167,44,Other,179.0,73.7,2830.0,208.0,23.0,413.0,57,4795,3.8
168,28,Other,163.0,48.6,2038.0,80.0,18.3,390.0,84,5288,6.0
169,28,Other,179.0,67.6,3993.0,149.0,21.1,108.0,87,1914,3.8
170,61,Male,142.0,78.0,3792.0,69.0,38.7,289.0,39,16754,5.2
171,52,Other,159.0,49.3,2997.0,178.0,19.5,236.0,57,19884,5.8
172,23,Male,162.0,119.2,3007.0,133.0,45.4,214.0,113,11201,4.3
173,37,Male,152.0,85.2,3428.0,204.0,36.9,455.0,38,14414,10.0
174,57,Female,192.0,67.5,3741.0,134.0,18.3,303.0,43,8878,7.8
175,54,Other,164.0,107.5,3077.0,149.0,40.0,280.0,92,3824,9.5
176,31,Male,142.0,55.3,3256.0,198.0,27.4,413.0,110,2799,9.5
177,59,Male,147.0,69.1,3800.0,114.0,32.0,399.0,82,4289,5.0
178,34,Other,168.0,115.3,3476.0,43.0,40.9,213.0,83,5172,4.0
179,44,Other,177.0,63.0,2700.0,213.0,20.1,480.0,44,16701,5.2
180,32,Male,147.0,100.0,3639.0,219.0,46.3,155.0,82,14552,6.6
181,21,Female,199.0,64.0,2453.0,85.0,16.2,494.0,39,4068,7.7
182,51,Female,190.0,84.9,1677.0,194.0,23.5,280.0,44,12477,6.4
183,29,Other,181.0,94.4,3523.0,153.0,28.8,121.0,85,15899,5.4
184,48,Female,175.0,60.7,1718.0,121.0,19.8,156.0,121,2068,7.1
185,39,Male,172.0,69.6,2661.0,102.0,23.5,353.0,57,7789,5.1
186,47,Male,169.2,86.3,2297.0,196.0,30.1,273.0,48,11590,4.5
187,49,Other,165.0,89.2,1903.0,69.0,32.8,237.0,91,12146,3.2
188,43,Male,181.0,56.6,1568.0,40.0,17.3,237.0,142,6334,4.6
189,56,Male,160.0,75.8,3896.0,206.0,29.6,431.0,79,1058,4.7
190,43,Female,198.0,75.8,2437.0,121.0,19.3,414.0,67,6849,8.2
191,30,Other,169.2,69.2,2475.0,208.0,24.2,270.0,117,18457,6.6
192,61,Male,145.0,103.9,2283.0,41.0,49.4,266.0,116,2020,8.4
193,57,Male,194.0,60.1,3146.0,141.0,16.0,324.0,62,7741,5.0
194,58,Other,175.0,79.6,1785.0,172.0,26.0,174.0,128,16904,4.5
195,48,Female,155.0,83.9,1501.0,60.0,34.9,195.0,126,17194,7.0
196,50,Female,180.0,56.6,3990.0,128.0,17.5,493.0,37,11251,4.9
197,47,Other,144.0,98.8,3338.0,105.0,47.6,302.0,73,11594,8.3
198,64,Other,167.0,104.7,1852.0,90.0,37.5,232.0,59,4121,5.7
199,54,Other,148.0,97.5,1997.0,174.0,44.5,122.0,77,5959,5.0
200,34,Male,141.0,105.5,2463.0,86.0,53.1,181.0,104,12989,8.3
201,25,Other,160.0,111.4,2769.0,145.0,43.5,444.0,144,15097,4.3
202,25,Other,142.0,69.5,3292.0,154.0,34.5,385.0,145,1119,8.1
203,29,Female,186.0,107.0,2731.0,44.0,30.9,149.0,54,16632,5.7
204,37,Male,183.0,84.0,2804.0,104.0,25.1,141.0,86,18263,3.6
205,59,Other,153.0,64.5,2650.0,70.0,27.6,352.0,129,5389,7.4
206,17,Male,148.0,58.0,3251.0,154.0,26.5,176.0,69,19452,7.3
207,47,Female,161.0,102.3,3070.0,58.0,39.5,187.0,70,14130,3.7
208,30,Male,151.0,66.5,3088.0,168.0,29.2,400.0,49,8216,7.4
209,32,Other,140.0,50.3,1823.0,156.0,25.7,400.0,41,18201,6.2
210,64,Other,150.0,80.1,2888.0,124.0,35.6,140.0,144,16059,8.0
211,41,Male,181.0,48.3,1769.0,207.0,14.7,234.0,94,9663,4.4
212,62,Other,196.0,74.3,3324.0,131.0,19.3,249.0,131,16085,6.9
213,49,Male,189.0,87.8,2759.0,87.0,24.6,477.0,124,3356,9.9
214,37,Male,173.0,91.0,3783.0,170.0,30.4,230.0,124,4589,3.1
215,35,Male,167.0,56.8,3997.0,70.0,20.4,310.0,105,13838,8.0
216,34,Male,171.0,48.4,1885.0,102.0,16.6,488.0,124,19063,5.4
217,16,Male,151.0,88.2,3250.0,75.0,38.7,123.0,119,10327,6.4
218,29,Other,171.0,106.4,2759.0,135.0,36.4,364.0,62,3764,5.0
219,26,Female,176.0,104.7,2737.0,108.0,33.8,352.0,113,9555,6.2
220,43,Male,173.0,72.0,1989.0,59.0,24.1,129.0,127,14232,6.5
221,44,Male,149.0,88.3,1728.0,169.0,39.8,254.0,82,2835,9.4
222,24,Other,169.0,98.9,3556.0,155.0,34.6,434.0,91,11874,9.1
223,49,Female,154.0,110.5,3640.0,108.0,46.6,144.0,92,19393,9.5
224,52,Male,142.0,81.9,2597.0,46.0,40.6,137.0,36,18745,9.8
225,41,Female,149.0,110.7,3894.0,111.0,49.9,202.0,113,8211,5.8
226,60,Female,151.0,68.8,2183.0,195.0,30.2,343.0,79,13177,8.5
227,58,Female,194.0,61.4,3339.0,113.0,16.3,145.0,56,3602,9.2
228,43,Male,197.0,67.1,1523.0,153.0,17.3,240.0,60,8062,3.8
229,23,Female,197.0,85.8,3475.0,132.0,22.1,182.0,30,16155,8.1
230,31,Female,141.0,111.4,1738.0,80.0,56.0,273.0,109,15660,7.0
231,16,Other,174.0,80.3,2900.0,82.0,26.5,103.0,40,11417,4.4
232,34,Other,157.0,97.2,1559.0,206.0,39.4,179.0,51,14057,7.4
233,55,Female,145.0,55.4,2423.0,176.0,26.3,280.0,98,19495,7.8
234,60,Other,187.0,83.1,2406.0,114.0,23.8,117.0,31,15727,7.6
235,64,Male,199.0,77.6,1659.0,134.0,19.6,223.0,138,8997,5.7
236,16,Female,178.0,77.4,2452.0,219.0,24.4,164.0,76,3202,9.5
237,60,Female,171.0,59.1,2372.0,61.0,20.2,467.0,136,16778,5.5
238,25,Other,190.0,91.7,2563.0,193.0,25.4,195.0,40,18459,8.6
239,43,Male,154.0,108.8,2066.0,109.0,45.9,427.0,112,4882,4.1
240,50,Female,194.0,92.7,3985.0,122.0,24.6,187.0,81,7866,7.2
241,64,Other,196.0,100.7,3062.0,199.0,26.2,274.0,88,17433,3.4
242,59,Male,157.0,79.4,1802.0,94.0,32.2,318.0,124,8770,6.9
243,21,Other,162.0,108.9,2457.0,123.0,41.5,333.0,70,7362,6.4
244,37,Other,156.0,88.6,1716.0,202.0,36.4,449.0,69,18896,5.7
245,32,Other,188.0,111.1,2743.0,69.0,31.4,202.0,147,12968,8.0
246,57,Female,145.0,75.8,2316.0,100.0,36.1,455.0,117,15647,6.3
247,27,Female,189.0,97.5,3053.0,63.0,27.3,492.0,139,16040,3.4
248,58,Other,179.0,59.8,2759.0,127.0,18.7,430.0,50,1153,3.3
249,48,Male,160.0,51.2,2750.0,63.0,20.0,230.0,62,9882,3.4
250,56,Male,142.0,114.9,1803.0,209.0,57.0,162.0,76,15091,5.4
251,52,Male,162.0,72.8,2210.0,106.0,27.7,470.0,127,17377,9.5
252,21,Male,144.0,48.4,2337.0,122.0,23.3,219.0,122,1832,5.3
253,44,Other,186.0,91.4,2085.0,181.0,26.4,145.0,129,2898,8.7
254,59,Female,173.0,115.0,2790.0,174.0,38.4,118.0,86,10376,7.5
255,45,Other,179.0,102.7,3802.0,176.0,32.1,442.0,36,2894,7.9
256,62,Female,191.0,119.0,2175.0,120.0,32.6,408.0,94,6141,7.6
257,58,Other,172.0,115.1,3680.0,163.0,38.9,272.0,144,13698,7.6
258,64,Other,164.0,79.2,3687.0,66.0,29.4,196.0,40,16222,9.1
259,47,Other,189.0,62.5,2574.0,101.0,17.5,323.0,147,14584,5.9
260,23,Other,194.0,49.9,2572.0,128.0,13.3,379.0,34,6956,9.5
261,44,Male,150.0,65.4,1774.0,205.0,29.1,120.0,42,11062,3.1
262,63,Female,156.0,92.4,3173.0,116.0,38.0,381.0,130,13643,3.6
263,64,Male,181.0,113.3,2656.0,151.0,34.6,487.0,133,5946,3.9
264,30,Female,172.0,45.1,1527.0,105.0,15.2,295.0,34,5485,8.1
265,63,Other,195.0,106.3,3737.0,48.0,28.0,171.0,127,17928,3.7
266,29,Other,191.0,91.7,3468.0,176.0,25.1,399.0,89,14501,6.0
267,35,Male,183.0,96.8,2028.0,206.0,28.9,162.0,112,13662,6.6
268,57,Male,198.0,54.6,3863.0,81.0,13.9,436.0,37,2615,6.6
269,43,Male,159.0,49.0,3409.0,85.0,19.4,303.0,42,14775,5.1
270,40,Female,158.0,100.3,3322.0,192.0,40.2,131.0,38,10407,9.2
271,19,Female,184.0,93.1,2465.0,61.0,27.5,116.0,141,5405,6.2
272,23,Female,158.0,72.7,1794.0,178.0,29.1,394.0,42,4694,4.2
273,58,Male,197.0,70.9,3254.0,136.0,18.3,232.0,138,3795,6.9
274,48,Female,140.0,47.4,3367.0,149.0,24.2,103.0,52,10237,3.8
275,49,Male,197.0,119.5,3542.0,186.0,30.8,351.0,51,5198,7.7
276,27,Other,152.0,107.7,2685.0,142.0,46.6,434.0,139,11697,4.2
277,43,Male,169.2,118.1,3222.0,193.0,41.2,152.0,73,1365,9.2
278,20,Other,161.0,106.4,2587.0,123.0,41.0,223.0,97,7102,3.5
279,54,Other,156.0,79.4,3926.0,191.0,32.6,124.0,132,4342,5.2
280,47,Female,186.0,108.4,3472.0,110.0,31.3,103.0,61,10831,4.5
281,46,Male,167.0,59.9,3149.0,184.0,21.5,432.0,94,3239,7.0
282,30,Male,158.0,95.4,3469.0,159.0,38.2,170.0,107,12126,5.8
283,60,Other,155.0,62.8,3538.0,48.0,26.1,109.0,116,12592,6.2
284,59,Female,182.0,74.4,3836.0,92.0,22.5,209.0,123,14788,6.1
285,28,Other,198.0,110.4,3791.0,175.0,28.2,127.0,94,5391,7.3
286,32,Other,168.0,76.9,1664.0,144.0,27.2,369.0,71,2296,4.8
287,42,Male,159.0,112.0,1908.0,121.0,44.3,475.0,148,3813,5.3
288,48,Female,150.0,90.0,3957.0,106.0,40.0,307.0,40,16021,4.8
289,59,Female,169.2,67.0,2129.0,104.0,23.4,179.0,83,12273,4.0
290,43,Female,169.2,64.5,3029.0,45.0,22.5,497.0,125,14450,7.4
291,24,Female,184.0,86.1,2642.0,113.0,25.4,168.0,55,1677,9.5
292,46,Other,183.0,87.9,2282.0,76.0,26.2,399.0,135,19274,9.4
293,49,Other,165.0,107.9,2294.0,91.0,39.6,208.0,40,9461,9.8
294,31,Other,140.0,61.9,2473.0,183.0,31.6,489.0,111,3949,3.8
295,38,Male,164.0,80.9,2385.0,201.0,30.1,348.0,106,12310,8.0
296,50,Female,172.0,118.8,1848.0,214.0,40.2,240.0,43,6882,3.5
297,28,Other,179.0,74.5,2908.0,88.0,23.3,268.0,75,6405,8.7
298,20,Female,188.0,102.0,3035.0,91.0,28.9,313.0,107,17139,8.9
299,60,Other,154.0,107.0,2589.0,96.0,45.1,483.0,47,10467,6.4
300,36,Female,177.0,82.1,3973.0,84.0,26.2,173.0,34,3482,9.9
